"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","treat","y","tau_xgb","tau_interlogit","tau_hcf"
193,1,3,3.2851812689311,0.667413302261235,1,5,4.78281712629408,0,0,2,0,1,0.0159818024840206,0.0117585245765445,0.0236113807972275
196,2,2,3.86753276095656,0.746730880948031,2,7,3.01661847309401,0,1,3,0,1,0.00123642070684582,0.000587606521712747,0.00875447692080471
199,3,1,2.85991592327209,0.784767991744902,1,7,2.77274772243889,0,1,2,1,1,0.00388385687256232,0.00185221673177516,0.00772079963570823
200,1,4,3.10130555699565,0.829281108058273,2,4,4.40245946877217,1,0,3,1,1,0.00298492584261112,0.00147728000126868,0.00252408105051584
201,2,3,3.74189053433611,0.267054066324266,2,6,4.64849810365554,0,0,2,1,1,0.265281274914742,0.399899252437362,0.240482553914371
203,2,4,3.03722521312248,0.794068783850183,1,2,4.15664467089404,0,0,4,1,1,0.00543406698852777,0.00169295235778744,0.00288334546415884
204,1,1,2.59733898448266,0.754884508862954,1,4,4.69786750497673,0,1,1,1,1,7.06978498783428e-05,5.87520614538928e-05,0.00850227687676775
206,1,4,2.75947502017089,0.399433480574484,1,3,1.34247739820635,0,0,4,1,1,0.226058438420296,0.204045595180127,0.149406175812291
207,1,4,3.64205421535233,0.726443058700568,1,5,4.55505548515224,0,0,2,0,1,0.00749999325489625,0.00373069277579852,0.00850951990532492
216,1,4,2.78987116415738,0.36915807165532,1,7,3.75764589817518,0,0,3,1,1,0.297641947865486,0.484348422481611,0.293777099897189
222,1,4,3.08686602653952,0.0527884297392762,3,2,3.57792901631694,0,0,2,0,0,0.0291339159011841,0.0286665720886556,0.341638643663631
223,3,1,3.0261152456594,0.771467354264587,1,7,3.09617769953416,1,1,1,1,1,0.000656186747619358,0.000351328094360115,0.00448913646400038
224,2,4,2.75074022124764,0.668673080953121,1,3,3.27629565968324,0,0,3,0,1,0.0196003671735525,0.0400586485780768,0.0352397957363099
226,2,3,2.83971397138041,0.762674133355892,1,4,2.3474272189809,0,0,2,1,1,0.00720257681678049,0.00475628972972164,0.0208471157131159
228,2,1,4.34728596636096,0.76073389157876,1,5,2.3863474042327,0,0,1,1,1,0.000113838006654987,0.000100530433787549,0.012187558464507
229,1,1,3.00459170250699,0.971082821234036,2,5,3.15449856494491,0,0,1,1,1,0.000254164064244833,9.08731743283209e-05,0.00212230493158437
235,1,4,2.03971482139489,0.424876069041897,2,5,2.52848939704003,1,1,4,0,1,0.173960536718369,0.363893972154408,0.219958366348763
239,2,1,2.20926479632691,0.63949492270619,1,5,3.74046386439384,0,0,1,1,1,0.00901646516285837,0.00923121016728268,0.0561540993398497
245,2,2,2.06218795073989,0.834468236036496,2,4,3.75198704342947,0,1,3,1,1,0.000349794863723218,0.000658763492455194,0.0100439970956547
250,1,4,3.04429219493936,0.714922546323295,1,3,3.70935207185341,0,0,3,0,1,0.0156801673583686,0.0108788545204058,0.0117219290596332
252,1,1,1.21892445289564,0.32012198138886,2,4,3.39735963011743,0,1,3,1,1,0.102432727813721,0.196563758951876,0.206629713363842
253,1,2,2.32721997855388,0.689016738300297,2,3,4.03431338977422,0,1,4,1,1,0.00392342882696539,-0.000976782870439119,0.0280795419872711
254,1,3,0.943822598166957,0.791671475784833,1,3,2.40378230250111,0,0,3,0,1,0.273312322795391,0.202531845694524,0.114948103303553
257,1,2,2.53370230202522,0.722242292946476,1,7,4.74323730698868,1,0,2,0,1,0.00758674190728925,0.0115443582283704,0.0100995013573499
263,1,4,1.65079317316812,0.674543103337741,1,1,4.38599195256964,0,0,2,1,1,0.141348907724023,0.0697651596052368,0.0818875245036366
264,2,2,0.979766788766115,0.971097292295234,2,4,4.56127822039343,0,0,3,1,1,0.00338825490325689,0.00221413556917127,0.0765719820104972
268,1,2,1.34425167427244,0.60394923895493,1,3,3.73482786646568,1,1,2,1,1,0.240884616971016,0.0863530418004412,0.194146298036958
270,1,1,1.77557226192564,0.860816720095061,1,3,3.13217677191704,1,0,1,0,1,0.00105604069540277,0.00208936355473144,0.0292601436006516
273,2,4,3.19861640413805,0.509652886439114,2,1,4.31757571904382,0,0,4,0,1,0.004732271656394,0.0152346935430646,0.0933325195671179
275,1,4,3.56047051251265,0.289814044566587,1,7,3.25778034404681,0,1,3,0,1,0.282985031604767,0.194225678187652,0.308867516326494
278,1,4,1.68868432452121,0.977111341642001,2,1,4.43798030479089,1,0,3,0,1,0.0131301379296929,0.00497689539068336,0.0557027748572038
280,2,3,2.75527746922266,0.652443430091362,2,2,3.31334878677074,1,1,4,1,1,-0.00270173419266939,0.0139532257578722,0.0285043902944511
282,1,5,0.911267600651317,0.241958427933858,2,7,3.49159470367179,1,1,3,1,0,0.0108598470687866,0.0579533521546036,0.305536715910311
284,1,6,2.3139408283015,0.184284817815779,2,2,3.57072194115843,1,1,5,0,0,0.247777760028839,0.221482217621179,0.165497497650742
285,1,3,2.40881859907546,0.305657437520573,2,1,3.42243801238933,1,0,4,0,0,0.461836844682693,0.483592076631007,0.347989406769495
291,2,1,2.76003565940113,0.420552969246285,2,2,4.84975264789006,0,0,1,1,1,-0.0139607163146138,0.0480956708894102,0.136565250548983
292,1,5,3.73300532742059,0.572269954253686,2,2,3.66262616449865,0,0,4,1,1,-0.00643474236130714,0.00628327672934492,0.0533650887295952
293,1,4,0.156318587477699,0.668916109875419,1,7,4.68989466242272,1,0,3,0,1,0.591639965772629,0.723218507568457,0.199194766477053
294,3,5,1.59878327638126,0.603800847527287,1,3,4.05792573673402,1,1,3,0,0,0.234893456101418,0.172717618853781,0.13714606548103
302,1,3,1.71154092312889,0.833853297493698,1,2,4.2241221524451,1,1,4,1,1,0.00497463205829263,0.00463369184084994,0.0426663118094565
307,2,3,1.27694528846116,0.797179359922851,3,3,4.9143169164769,1,0,2,1,1,0.0459523722529411,0.108616702216077,0.0807861228281482
314,2,2,2.68951953685172,0.228063102371307,2,6,3.69456389560883,0,1,4,0,0,0.0358496904373169,0.168354403519009,0.322061970369358
316,2,3,2.60605896264516,0.909233319304471,2,2,4.88624427907418,1,1,3,1,1,0.000172772677615285,0.00228258888623467,0.00524186383927612
322,1,2,1.90487358856135,0.381506228649859,2,1,3.39018739624163,0,0,3,1,1,0.119549125432968,0.402078917747959,0.250650012315394
324,2,5,1.56798489965378,0.607304153924194,3,5,3.93548721473609,0,0,3,0,0,0.38447093963623,0.328925629887828,0.197836324895628
326,2,3,2.21914136245926,0.53724005089019,1,1,3.99332530688719,0,1,3,1,1,0.0452203527092934,0.0514115687313631,0.0880877141639612
328,3,2,2.07897327211176,0.246067152316615,3,7,3.65144806444465,0,1,3,0,1,0.0883462429046631,0.460679263641185,0.286040105562823
335,2,3,2.36458006678935,0.739666936964219,1,5,3.65791310666753,1,1,2,1,1,0.0153486552299,0.0217974016954274,0.00634083961229585
342,2,4,2.96810484874237,0.621105433856633,2,2,4.16540261127699,1,1,3,1,1,0.0245852004736662,0.0404460242487382,0.0329720445739654
343,2,3,3.256621576629,0.474497995011722,1,6,4.26270555751624,0,0,3,1,1,0.158966813236475,0.114728277500173,0.112448889501125
346,2,3,1.64156823058286,0.793983801159841,2,3,2.54931899617032,1,0,4,0,1,0.0791524266824126,0.0497966293076536,0.0774178344274034
356,2,2,3.78677756648287,0.809838106947429,2,4,4.46174669170496,1,0,2,0,1,0.000411395125411218,0.000181372594322382,0.00262673812018967
358,1,1,3.68802770953382,0.536293183525798,3,5,2.87914138712361,0,0,1,0,1,0.0054377350024879,0.0036177519557804,0.0577191110534341
364,2,3,1.73438031459882,0.489179142167465,2,1,4.98359986277605,0,0,3,0,1,0.228712379932404,0.379098802797206,0.174819815723779
366,1,2,3.75420905700421,0.286255766159622,3,7,3.32210060253234,0,1,4,1,1,-0.0191801115870476,0.00651340788770793,0.252274273342448
376,1,2,3.7413603305611,0.756630040751297,1,4,4.53037991371549,0,0,2,0,1,0.000305304369248915,0.000134066046488024,0.00590402698696163
378,2,3,2.77078840474364,0.804324179665804,2,7,4.33870073631459,0,0,4,0,1,0.00300138938473538,0.00336482180529474,0.00671898880835041
380,1,3,2.5074558274696,0.117612655237943,2,6,2.86733503777406,1,0,4,1,0,0.402338564395905,0.574739888229146,0.383087815429087
383,1,1,2.37275256756009,0.762805917755438,1,6,4.00738560342045,1,0,1,1,1,0.00207047608637367,0.00168592840180182,0.00693173267562786
386,2,2,2.42573412825375,0.825840633488765,1,7,4.60602489208506,0,0,3,1,1,0.00274141359841451,0.00345725110721762,0.00805811741802079
401,3,1,2.61042177394104,0.528223828112076,1,2,4.38737238172701,0,1,1,1,1,0.00443429732695222,0.00522979374085086,0.0652054484651067
402,1,4,1.57229765752884,0.74512085409701,2,3,3.95295774344248,1,1,4,1,1,0.0227688136510551,0.0150586049918767,0.0610283248364445
403,1,2,2.8724154839436,0.519413311802841,2,5,2.83137078182313,1,0,3,1,1,0.140122044831514,0.148187947460058,0.0644462964216619
405,1,6,2.55370175626368,0.321236272320448,2,3,3.94985532520462,0,1,3,1,0,-0.0639460682868958,-0.209698689527942,0.138793753478701
408,2,3,1.85973900472504,0.781947603881922,1,3,3.4523837675511,0,0,3,0,1,0.0477059725672007,0.0474493597861066,0.0285161902115143
409,2,3,2.57910847504837,0.65879144350624,1,5,4.69104101887133,0,1,3,0,1,0.00966506544500589,0.0163359782066876,0.0277448771307633
413,1,1,2.16379547570016,0.654738497105251,2,1,3.92902772206262,0,1,1,0,1,0.000568549614399672,0.00131017806504263,0.0418984296551436
419,2,3,2.25355045146993,0.473693949679425,1,3,4.57591262331243,0,0,2,1,1,0.173922777175903,0.267577410727282,0.173840791079909
422,1,2,2.13470752353718,0.446848944846621,1,6,4.46907398839351,0,0,3,0,0,0.239453576505184,0.227226169291304,0.217236322918419
423,3,1,1.13042160596015,0.342266182395045,1,7,4.58878792131017,1,0,1,0,1,0.733356513082981,0.633382215899537,0.321439140039416
426,3,5,2.83127308124919,0.84248051440296,1,5,4.25182419126266,0,0,3,0,1,0.00497834428097121,0.00396039204309961,0.0012720471586506
431,1,3,2.45726288660421,0.252662102006227,1,3,3.78622276978558,0,1,2,0,0,-0.104158461093903,0.0241328357085456,0.137263248356281
432,2,3,2.9951497934625,0.755250115632857,1,5,3.84002701623314,0,1,2,0,1,0.00611057650530711,0.00358945196823202,0.00375357744520932
434,2,3,1.8957748142389,0.807179304497202,1,7,2.26347617835633,1,0,4,1,1,0.0333410648163408,0.028259726238979,0.0441065848787687
438,2,3,1.55635212766075,0.878841437650902,1,4,4.04983767783655,1,0,4,0,1,0.00109631958184764,0.00237262028319674,0.042755284280733
439,1,3,3.3081397816246,0.676505270171021,2,1,3.36482731485824,0,1,3,1,1,0.00202797679230571,0.0027701600248754,0.0157670853472917
441,2,2,3.60353652426585,0.708175554726766,1,4,4.81121680693954,1,1,3,0,1,0.00015981405886123,0.000163230546491921,0.00560455178364704
447,1,2,2.43301742719079,0.788192531276429,1,4,4.37771906985795,0,0,3,1,1,0.00256142317812191,0.000954851587134931,0.00702592308979193
459,1,6,1.86496375346651,0.438297413268383,2,7,4.37882812644496,0,1,5,0,0,0.171686694025993,0.162093599090501,0.220353834571615
460,2,3,2.0884376512431,0.472315658975569,2,2,4.81528369923491,1,0,4,1,1,0.251096237450838,0.352713463364365,0.189800636100443
461,1,2,2.2693943677632,0.46587056234208,1,1,3.97230218085965,0,1,3,1,1,0.0305539574474096,0.0266805207423761,0.0652791057263653
462,1,3,4.42257338584708,0.623078572509244,3,1,4.06057414412903,1,1,3,0,1,0.000480251852422953,0.000788917326903782,0.0298202601371208
465,2,2,2.07078613499862,0.944543523319062,1,6,3.92578404091525,0,0,3,1,1,0.0181059168535285,0.00159846334527736,0.00917291426610381
470,2,2,3.49866865158818,0.507956187872678,2,4,3.40819709872485,0,0,2,0,1,0.00609400647226721,0.00857980929629698,0.0668315219523339
473,1,3,1.72323856298616,0.922587326323018,2,4,4.68646618208376,0,0,4,0,1,0.000222688395297155,0.000771967495286852,0.0344253440952696
478,1,2,2.87149610760795,0.620245746139568,2,3,2.04404802190492,1,0,2,1,1,0.057236417196691,0.0547968188097882,0.0301579697267169
480,1,3,2.86993049964701,0.369491261834347,1,2,2.02742146019634,1,1,3,0,1,0.420926719903946,0.399412129700232,0.117473623005605
481,1,6,2.06727642208902,0.945763458458901,2,2,2.21485317632126,0,0,5,0,1,0.0447630346752703,0.00406025545903621,0.0290603420219721
485,1,1,1.48368523780961,0.676956510764449,1,6,2.43532201025902,0,1,1,1,1,0.0166621686657891,0.0090467453624764,0.126638530206688
489,2,4,2.29658353090412,0.525555369117589,1,7,2.90728777975958,0,0,3,0,1,0.258928067982197,0.415005452124781,0.150508549402059
490,1,3,1.53544270781948,0.944988344796213,2,2,2.41299576346684,0,1,2,0,1,0.0570966918021441,0.0104221268634318,0.0451715190420208
497,1,2,2.69661106195957,0.199757513101926,1,1,4.13409829965333,0,0,2,1,1,0.450323075056076,0.384080927086352,0.334883306904033
499,1,1,2.60864199279468,0.379260375707342,2,7,3.96900849696637,0,0,1,0,1,0.0745890764519572,0.110334736125345,0.264407532105598
503,1,1,2.06138055863193,0.769363945693225,1,2,3.82554281798932,0,1,1,1,1,0.00147867103805766,0.000861176443584299,0.0160934376729255
505,2,3,0.801558470724051,0.844617561264875,1,2,3.04562927637749,0,0,3,0,1,0.139140088111162,0.195550325551289,0.101047365901968
514,2,3,3.60010645939219,0.252964216380034,2,6,4.90229622526907,1,0,2,1,1,0.183419689536095,0.574329080668431,0.267242071852546
515,2,3,0.901998631098882,0.571636932293858,3,3,4.58484380649675,0,0,4,0,1,-0.0747899562120438,0.19860076949582,0.263209762600475
516,2,6,1.69237690352629,0.865874972919313,2,5,3.11030963513432,0,1,3,1,1,0.00255279522389174,0.00627451120158617,0.0487689748241762
518,1,2,1.69878002363876,0.806093144484167,1,3,4.0412401311194,1,0,2,1,1,0.0272231543203816,0.0169818882539622,0.0528634419745372
520,1,2,1.42837942475723,0.806269487383889,2,6,2.8295668106998,0,0,2,1,1,0.0605421732179821,0.042378107141801,0.0816984728817807
523,1,4,1.64674297190847,0.377599039017937,2,3,2.89338999698772,1,0,3,0,0,0.23703396320343,0.294592574786848,0.287717162145168
526,1,2,3.37758904985114,0.482640291968347,1,5,4.15291960897894,0,1,4,1,1,0.00569398188963532,0.0018472436966227,0.0573397615802193
530,1,5,2.60289132028324,0.341098962155571,1,6,4.5224357386924,1,0,3,1,1,0.603338375687599,0.594911654447043,0.350949259564252
532,1,5,2.41027532614811,0.21736862797541,2,2,4.39214297367463,0,0,2,0,0,0.219124138355255,0.0863461335297984,0.307245003889433
533,1,2,3.49754436336499,0.919123662485932,1,3,2.1646827107162,0,0,3,0,1,0.000212543658562936,0.000257499184437959,0.00948528682648898
539,1,2,2.57223066014242,0.441019661798379,2,4,4.28327620579062,0,0,4,1,1,0.00930490810424089,0.0144860601851819,0.165018246973095
543,3,2,2.30345239042629,0.786233287300826,2,4,4.63950906897326,1,0,4,0,1,0.000906447676243261,0.000662628842393431,0.00622559726878013
546,2,3,2.71607431644642,0.32594289504009,2,1,4.9870027273509,0,0,2,1,1,0.229286089539528,0.393882761139095,0.248632770579377
550,2,2,3.68305172962775,0.750938692441705,1,1,4.14469221212334,0,0,3,1,1,0.000754761593270814,0.000361880598179987,0.00510875240956931
551,1,6,2.30196290289131,0.114542551905607,2,3,2.53851258381891,1,0,5,0,0,0.267279148101807,0.139021513854669,0.330691905640261
553,2,3,3.5685401796712,0.361819730414279,2,7,4.34961213934093,1,0,2,1,1,0.379946244880557,0.414230237209771,0.253961857801577
557,2,4,2.70679124026611,0.515431462764378,1,5,4.32691127954219,0,0,3,0,1,0.108565457165241,0.193704952204314,0.110435251944999
559,1,5,3.26135101865854,0.662019222533513,2,1,4.64948286068542,0,0,2,0,1,0.00529855606146157,0.0058708227292904,0.032861325528709
568,1,3,3.89594372081655,0.811062374625921,1,5,4.95404626488039,0,0,4,0,1,-2.4588945962023e-05,0.000198305085177375,0.0017830381451921
571,2,3,2.37575845370251,0.366302542198047,1,1,3.03620168994328,1,1,2,0,1,0.290127076208591,0.365262941488153,0.139198783013202
582,2,3,2.29239769018601,0.84417487641414,2,7,3.66358420980951,0,0,3,0,1,0.0143234230927192,0.0232717117291247,0.00183108159167667
583,2,4,1.48011151248924,0.931776353463457,1,5,2.6061807519835,0,0,4,0,1,0.0251421593129635,0.0082642410291992,0.0648669866217461
586,1,2,2.56403946574891,0.444929023851303,2,4,3.87219136343527,0,1,3,1,1,0.00843165721744299,0.0167197327723804,0.0610543992821732
591,2,1,2.76959269747201,0.425729308076572,1,6,3.69493195661639,1,0,1,1,1,0.0162998051964678,0.0475017147328149,0.146455388575315
594,1,3,2.6632042024388,0.58953769820478,3,5,4.42638916943154,0,1,4,1,1,0.0109887747094035,0.0054104609647716,0.0420476650869705
596,2,1,1.67512427622272,0.671877032042043,1,4,2.20355939155032,1,1,3,0,1,0.0279759927652776,0.0179518996713354,0.105136679597999
597,2,2,2.80283038540209,0.349137394246312,1,7,3.44034900329221,1,1,3,1,1,0.176603762432933,0.236373780968981,0.315723914687084
604,1,2,3.50779981655992,0.840825995499924,1,4,4.83035169064737,1,0,2,1,1,8.59721712913597e-05,0.000108109299048587,0.00286656852645944
607,2,4,1.72723824200656,0.760271810197973,2,7,2.55788579923202,0,0,3,0,1,0.142996811773628,0.195837532520537,0.0599502364537285
608,1,3,1.99093253096477,0.970388839154626,2,6,2.75014928333445,0,1,3,0,1,0.00400603911839426,0.00316009694299935,0.0156554958848666
609,1,2,3.21481739625992,0.812400328384652,2,5,3.60854090998826,0,0,3,0,1,0.00119804037967697,0.00179336389800688,-0.00115229218269284
610,1,2,4.09268992911326,0.685572405745641,3,2,3.67536073144224,0,0,3,1,1,0.00136965619458351,0.0011605076048733,0.018066563395407
626,1,2,2.83898941384019,0.614261207596225,2,7,3.964002760261,1,0,3,0,1,0.0307057150639594,0.0448825720084864,0.0345960022061866
630,2,1,3.0943955868981,0.836177571812223,1,4,4.11783973122522,0,0,1,1,1,5.45495995538658e-05,4.11703424585408e-05,0.000584960281975788
633,1,6,3.30001668674961,0.841698476733159,1,2,3.86064449606094,0,1,3,0,1,0.00035614735679701,-0.000235303756137561,0.00213183399296932
637,2,5,2.15504070909148,0.525472899340462,1,1,4.90162084349815,0,1,3,0,1,-0.0524937659502029,0.0312497132384281,0.106071499256902
639,3,4,2.06198421642222,0.507426157456263,3,6,3.57078459807899,0,0,3,1,1,0.351167552173138,0.489421375557483,0.277337351298303
641,1,1,2.2000460630426,0.68365287068676,1,4,4.21153010895422,1,0,1,0,1,0.00256197583803441,0.00133034779579755,0.0496697407834536
643,1,1,3.10760742687188,0.737880012733532,1,3,4.72820368645404,1,0,1,1,1,0.000466068928290042,0.000509627939946689,0.00693365319144017
646,1,2,1.29717366919005,0.832815672998685,1,2,4.81162285421138,0,1,2,1,1,0.00440538569819182,0.00353343565568387,0.0601688151370032
