"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","treat","y","tau_interlogit"
165,"2","4",0.827191953984707,0.499856342069683,"3","5",3.91214037607651,"1","1","3",1,1,0.397356805674715
166,"2","3",2.67927723161469,0.483916105772088,"3","7",3.81751933524016,"0","0","3",0,0,0.283833477345123
167,"2","4",3.74213148291466,0.374389820693583,"2","3",4.09423666699639,"0","1","3",1,1,0.021515295046843
168,"2","5",2.01812817418949,0.717717304344943,"2","1",3.79087177937325,"0","0","4",0,1,0.0142147625961806
169,"2","4",1.91781306526534,0.810394384855524,"1","7",4.16750916297985,"0","0","3",1,1,0.0377819742679123
170,"2","2",2.49649483244847,0.758406867495098,"1","2",3.85724232896871,"1","0","2",0,1,0.0158857166542381
171,"1","2",2.22121215351522,0.595919656145347,"2","1",4.62993593676968,"0","1","3",1,1,0.011549015185041
172,"2","4",3.27052273176043,0.709466007873528,"1","4",4.07128631919387,"0","0","4",0,1,0.000906059929668634
173,"2","4",2.19893328510222,0.750286261707717,"2","2",3.07800349143259,"0","0","2",0,1,0.0940949496158517
174,"1","4",1.46332560161362,0.163427167760555,"1","1",3.63102934637909,"0","0","3",1,0,0.154767031903535
175,"1","5",2.69015998117937,0.235858193416681,"3","5",4.08698526019442,"0","0","3",0,0,0.169826192908544
176,"3","2",2.39372087211032,0.89171035764018,"1","6",2.93344502013763,"1","0","2",0,1,0.00488536657829353
177,"2","3",2.70008879192596,0.415597994359424,"1","2",3.81711931240565,"0","0","2",1,1,0.339627215519086
178,"2","3",2.36243631017812,0.899536306176918,"2","5",4.16999515276813,"0","1","4",0,1,0.000878594747146355
179,"2","2",1.92906230774782,0.920705462101929,"1","5",4.21540580016745,"1","0","3",1,1,0.00529044327215245
180,"1","2",2.68136758500804,0.583449352353799,"2","7",4.73824591086106,"1","0","2",0,1,0.0643833241369685
181,"2","3",3.4543568775505,0.635183375758244,"2","1",3.32217383732456,"1","1","2",1,1,0.00727492485231596
182,"1","3",0.688655634408895,0.711417282249064,"3","2",4.8734505340413,"0","1","3",1,0,0.0543111035581547
183,"1","2",2.99905930607353,0.431079017860639,"2","7",3.18597044327839,"0","0","3",0,1,0.197610502518937
184,"1","2",2.72856186823125,0.452446661019832,"1","1",4.25587385326888,"1","0","2",1,1,0.0636318870140933
185,"1","2",2.17706700656059,0.605250676861424,"1","5",4.74656012811308,"1","1","4",1,1,0.0082770786462123
186,"1","2",3.77435017611653,0.765652990918862,"1","2",3.2237938456008,"0","0","3",0,1,0.00151789711254313
187,"2","1",2.23057448328887,0.25082580611533,"1","4",4.65742351891835,"0","1","1",1,1,0.0557955365692181
188,"1","4",2.55275369341357,0.476694810033512,"1","7",3.33512587130356,"0","0","3",0,1,0.341333467781169
189,"2","4",2.51712238833542,0.757298802023136,"3","4",3.02846115013099,"0","0","3",1,1,0.0122229010291011
190,"1","3",1.70991440211809,0.872475867615509,"1","7",4.18199232477221,"1","1","2",1,1,0.0117233995721696
191,"1","3",3.1474417671639,0.814391360212436,"1","5",3.81864645891413,"0","1","2",0,1,0.00131397602202388
192,"2","3",1.69483979041561,0.168753166562296,"2","4",4.56272103603306,"0","0","3",0,0,0.241948772963821
193,"1","3",3.2851812689311,0.667413302261235,"1","5",4.78281712629408,"0","0","2",0,1,0.0105812707964535
194,"1","2",2.00305900167217,0.73766960738914,"1","4",4.26096396489999,"0","1","3",1,1,0.00202626054384258
195,"1","1",2.4856373124405,0.251989395724654,"1","2",4.39789034763676,"1","1","1",1,1,0.206199159206757
196,"2","2",3.86753276095656,0.746730880948031,"2","7",3.01661847309401,"0","1","3",0,1,0.000951810959888499
197,"2","2",2.11587113836229,0.846664886105345,"2","1",3.27336103546611,"1","1","2",1,1,0.00247359273726266
198,"1","3",1.55889566031453,0.715833331743308,"1","3",4.58252944435423,"1","1","4",0,1,0.0139392586805633
199,"3","1",2.85991592327209,0.784767991744902,"1","7",2.77274772243889,"0","1","2",1,1,0.0013902715400762
200,"1","4",3.10130555699565,0.829281108058273,"2","4",4.40245946877217,"1","0","3",1,1,0.0023842184210241
201,"2","3",3.74189053433611,0.267054066324266,"2","6",4.64849810365554,"0","0","2",1,1,0.397788637396074
202,"1","2",1.12070302042637,0.651039342633413,"1","2",3.74496258460932,"1","1","3",1,0,0.153401982322197
203,"2","4",3.03722521312248,0.794068783850183,"1","2",4.15664467089404,"0","0","4",1,1,0.0023114563420823
204,"1","1",2.59733898448266,0.754884508862954,"1","4",4.69786750497673,"0","1","1",1,1,0.000128815187686038
205,"3","3",3.25544609459913,0.863392564919672,"1","1",4.59156673223081,"0","0","3",1,1,0.000698061964931607
206,"1","4",2.75947502017089,0.399433480574484,"1","3",1.34247739820635,"0","0","4",1,1,0.177574792916769
207,"1","4",3.64205421535233,0.726443058700568,"1","5",4.55505548515224,"0","0","2",0,1,0.00381923197116707
208,"2","5",2.7017840183412,0.988013327300898,"1","5",4.75744274994996,"0","0","3",0,1,0.00127453726230475
209,"3","3",2.57915192331308,0.292999258470488,"1","7",3.38135573179549,"0","0","3",0,0,0.659608849710413
210,"1","1",1.08772683955419,0.811171317156137,"1","3",4.10179209557827,"0","1","1",1,1,0.00256175224101596
211,"1","4",1.28976354620794,0.929654856668107,"2","2",4.64175700769352,"0","0","3",0,0,0.0397348288581753
212,"1","4",2.41995075212927,0.94658577541338,"2","1",3.85156209625775,"0","0","4",0,1,0.000556009551209491
213,"1","4",2.55635109563198,0.56807102820056,"2","7",3.26145107701385,"1","0","3",0,1,0.341135255513463
214,"1","2",2.97986537350235,0.731792546578641,"2","4",4.20617964524412,"0","0","2",0,1,0.00173708738003886
215,"1","3",1.98324169409453,0.900908810366402,"2","4",4.09989602471293,"0","1","2",1,1,0.00137261416696888
216,"1","4",2.78987116415738,0.36915807165532,"1","7",3.75764589817518,"0","0","3",1,1,0.442726662860049
217,"2","1",2.22438429096316,0.514244629961686,"2","6",4.52017052554372,"1","1","1",0,1,0.032760633101507
218,"1","2",1.95977628108354,0.453374070344725,"2","1",4.09868460913813,"1","1","3",0,1,0.142538322176378
219,"1","1",2.55917356631797,0.627294165008247,"2","4",4.45209028640172,"0","0","1",1,1,0.00231211263173736
220,"1","3",3.8535201011802,0.653298332297397,"1","1",4.65993951953931,"0","1","3",1,1,0.000803636994796686
221,"2","3",2.48136338755675,0.103291419114706,"2","7",2.41406177371667,"0","1","2",0,0,0.0528865331787061
222,"1","4",3.08686602653952,0.0527884297392762,"3","2",3.57792901631694,"0","0","2",0,0,0.0166474708213607
223,"3","1",3.0261152456594,0.771467354264587,"1","7",3.09617769953416,"1","1","1",1,1,0.000560529322594427
224,"2","4",2.75074022124764,0.668673080953121,"1","3",3.27629565968324,"0","0","3",0,1,0.0410960404858262
225,"2","3",3.79521623519685,0.926250528172109,"2","5",4.99388318813329,"0","0","2",0,1,0.000475033245823764
226,"2","3",2.83971397138041,0.762674133355892,"1","4",2.3474272189809,"0","0","2",1,1,0.00546273870030489
227,"1","2",3.75581961331397,0.418473797180533,"2","5",3.8203654747593,"0","1","2",1,1,0.0164080402251728
228,"2","1",4.34728596636096,0.76073389157876,"1","5",2.3863474042327,"0","0","1",1,1,0.000150098396193621
229,"1","1",3.00459170250699,0.971082821234036,"2","5",3.15449856494491,"0","0","1",1,1,0.00014856040482325
230,"2","2",3.01711242293624,0.285039888328529,"1","3",3.34467376982071,"0","0","3",1,1,0.246953581859977
231,"1","2",4.61126757256913,0.59057001247662,"2","4",3.56146848927284,"1","0","3",1,1,0.00121848142927161
232,"3","2",1.90450440369452,0.612715104035694,"1","5",4.50270513642848,"0","0","4",1,1,0.024272733148744
233,"1","1",2.6786274746647,0.361854235070672,"3","7",4.45529188397137,"0","0","3",0,1,0.218091425570134
234,"2","3",2.89124229350628,0.640011785152498,"1","3",4.5294051653128,"0","0","3",0,1,0.027042883563979
235,"1","4",2.03971482139489,0.424876069041897,"2","5",2.52848939704003,"1","1","4",0,1,0.357041599224485
236,"2","3",2.3690434460866,0.463169700352905,"2","4",3.83116812107798,"0","1","2",1,1,0.081309560363498
237,"1","1",2.72208617299713,0.573940873420239,"2","1",3.3823345098137,"0","0","1",1,1,0.00592235475976344
238,"3","2",2.75838445762513,0.843047044756396,"1","5",3.13227942836467,"0","0","2",1,1,0.00277239115871764
239,"2","1",2.20926479632691,0.63949492270619,"1","5",3.74046386439384,"0","0","1",1,1,0.0112333799132494
240,"1","4",1.79284109193519,0.873468588418607,"1","5",2.97461168659324,"1","1","3",0,1,0.0174720647091404
241,"2","3",1.73628377430674,0.760774106474448,"1","7",4.36097675993877,"1","0","2",1,1,0.0897390454766909
242,"1","2",2.6521446397105,0.833507991082158,"1","2",3.7725548077254,"0","0","3",1,1,0.00373758193635354
243,"1","2",2.09876138362302,0.582244793835573,"3","6",3.9909589404839,"0","0","2",0,1,0.106443745678695
244,"1","3",3.17175895208493,0.936378859716523,"3","3",4.09173172038303,"1","0","4",1,1,0.000403001290288252
245,"2","2",2.06218795073989,0.834468236036496,"2","4",3.75198704342947,"0","1","3",1,1,0.0013838979676436
246,"2","4",2.08586208507727,0.589047493405147,"1","3",2.75557902361588,"1","0","3",1,1,0.348180691877691
247,"1","3",1.56912843204581,0.812369355659933,"1","5",4.50758450140754,"0","0","4",0,1,0.0113489662179426
248,"1","1",2.84236547041464,0.583199860335056,"1","2",4.7966290549561,"0","0","1",1,1,0.00625908568210831
